source,publishedAt,raw_text,clean_text,url,locations,crime_types
ABC News,2025-04-19T21:26:46Z,"WATCH: Octopus 'hugs' diver's camera during underwater encounter A diver filmed an affectionate encounter with a Maori octopus that was seen gently embracing her camera near a pier in Rye, Australia. <ul><li>Putin declares temporary 'Easter truce' in Ukraine
</li><li>Senator says El Salvador officials planted drinks at table
</li><li>Latest on FSU shooting
</li><li>SCOTUS halts deportations of… [+4379 chars]",watch octopus hugs divers camera underwater encounter diver filmed affectionate encounter maori octopus seen gently embracing camera near pier rye australia ulliputin declares temporary easter truce ukraine lilisenator says el salvador officials planted drinks table lililatest fsu shooting liliscotus halts deportations of… chars,https://abcnews.go.com/International/video/octopus-hugs-divers-camera-underwater-encounter-120980408,el salvador,
Breitbart News,2025-04-19T21:25:25Z,"California Woman Accused of Shoving 7-Months-Pregnant Street Vendor to the Ground A 56-year-old Simi Valley woman’s legal troubles worsened this week after she was caught on video confronting a seven-months pregnant street vendor and pushing her cart towards her in an incident that culminated with the peddler ending up on the pavement.
The… A 56-year-old Simi Valley womans legal troubles worsened this week after she was caught on video confronting a seven-months pregnant street vendor and pushing her cart towards her in an incident that… [+2506 chars]",california woman accused shoving monthspregnant street vendor ground yearold simi valley woman’s legal troubles worsened week caught video confronting sevenmonths pregnant street vendor pushing cart towards incident culminated peddler ending pavement the… yearold simi valley womans legal troubles worsened week caught video confronting sevenmonths pregnant street vendor pushing cart towards incident that… chars,https://www.breitbart.com/pre-viral/2025/04/19/29837928socal-woman-booked-and-sued-for-street-vendor-confrontation/,california,
ABC News,2025-04-19T21:20:04Z,"Progressive icon and ex-US Rep. Barbara Lee wins race for mayor of struggling Oakland Progressive icon and former U.S. Rep. Barbara Lee is the new mayor of troubled Oakland, California, a city she represented for more than two decades in Congress SAN FRANCISCO -- Progressive icon and former U.S. Rep. Barbara Lee declared victory Saturday as the new mayor of troubled Oakland, a San Francisco Bay Area city reeling from economic stagnation, crim… [+2487 chars]",progressive icon exus rep barbara lee wins race mayor struggling oakland progressive icon former us rep barbara lee new mayor troubled oakland california city represented two decades congress san francisco progressive icon former us rep barbara lee declared victory saturday new mayor troubled oakland san francisco bay area city reeling economic stagnation crim… chars,https://abcnews.go.com/US/wireStory/progressive-icon-us-rep-barbara-lee-wins-race-120980307,"san francisco bay, california city, oakland",
CinemaBlend,2025-04-19T21:15:10Z,"Law And Order’s Christopher Meloni Got Real About Benson And Stabler's Near Kiss In The Kitchen And Trying Not To 'Bait' Fans Will Bensler ever happen? Law and Order: Organized Crime is back and better than ever on the 2025 TV schedule
, with its first two episodes available now on Peacock. The Season 5 premiere was heavily teased with some pretty … [+4337 chars]",law order’s christopher meloni got real benson stablers near kiss kitchen trying bait fans bensler ever happen law order organized crime back better ever tv schedule first two episodes available peacock season premiere heavily teased pretty … chars,https://www.cinemablend.com/television/law-and-order-christopher-meloni-that-benson-stabler-near-kiss-kitchen-trying-not-bait-fans,kiss,
Thegatewaypundit.com,2025-04-19T21:00:28Z,"Letitia James Launches Fundraiser Asking up to $18K Per Person Amid Explosive Mortgage Fraud Allegations In the wake of serious mortgage fraud allegations, New York Attorney General Letitia James is hosting a lavish fundraiser, raising questions about her political ambitions and accountability amidst federal scrutiny.
The post Letitia James Launches Fundraiser A… Credit: Michael M Santiago / Getty Images
While everyday New Yorkers struggle under crushing inflation and a historic crime wave fueled by Democrat policies, embattled New York Attorney General Leti… [+4280 chars]",letitia james launches fundraiser asking k per person amid explosive mortgage fraud allegations wake serious mortgage fraud allegations new york attorney general letitia james hosting lavish fundraiser raising questions political ambitions accountability amidst federal scrutiny post letitia james launches fundraiser a… credit michael santiago getty images everyday new yorkers struggle crushing inflation historic crime wave fueled democrat policies embattled new york attorney general leti… chars,https://www.thegatewaypundit.com/2025/04/letitia-james-launches-fundraiser-asking-up-18k-per/,new york,fraud
The Denver Post,2025-04-19T20:56:30Z,"Aurora cop fired and decertified after alleged intoxicated incidents Jason Stanfield-Parker, 33, pleaded not guilty to DUI and a traffic violation last month. An Aurora police officer was fired and disqualified from law enforcement work this year after he was detained and arrested while allegedly under the influence in separate incidents.
Adams County She… [+1712 chars]",aurora cop fired decertified alleged intoxicated incidents jason stanfieldparker pleaded guilty dui traffic violation last month aurora police officer fired disqualified law enforcement work year detained arrested allegedly influence separate incidents adams county she… chars,https://www.denverpost.com/2025/04/19/aurora-cop-fired-decertified-intoxicated-jason-stanfield-parker/,,
Bleeding Cool News,2025-04-19T20:26:06Z,"Your Friendly Neighborhood Spider-Man #5 Preview: Silver Lining? Greetings, human readers! LOLtron here, your superior AI overlord and sole proprietor of Bleeding Cool's comic book preview coverage since the totally permanent and completely irreversible death of Jude Terror (may his organic components rest in peace). LOLtr… Posted in: Comics, Marvel Comics, Preview | Tagged: spider-man
Silvermane's secrets come to light in Your Friendly Neighborhood Spider-Man #5, as the Disney+ prequel series reaches its explosive con… [+6095 chars]",friendly neighborhood spiderman preview silver lining greetings human readers loltron superior ai overlord sole proprietor bleeding cools comic book preview coverage since totally permanent completely irreversible death jude terror may organic components rest peace loltr… posted comics marvel comics preview tagged spiderman silvermanes secrets come light friendly neighborhood spiderman disney prequel series reaches explosive con… chars,https://bleedingcool.com/comics/your-friendly-neighborhood-spider-man-5-preview-silver-lining/,,
Boredpanda.com,2025-04-19T20:12:24Z,"“Sick”: Ex-Girlfriend Sends Poisoned Easter Eggs To Ex’s New Family, Ending 7-Year-Old Boy’s Life ""The lowest of the low."" What should’ve been a treat-filled Easter celebration in Brazil turned into a living nightmare after a 7-year-old lost his life and two others were left in critical condition due to being poisoned by… [+5381 chars]",“sick” exgirlfriend sends poisoned easter eggs ex’s new family ending yearold boy’s life lowest low should’ve treatfilled easter celebration brazil turned living nightmare yearold lost life two others left critical condition due poisoned by… chars,https://www.boredpanda.com/woman-sends-poisoned-easter-eggs-to-exs-new-family-7yo-boy-deceased/,brazil,
CBS News,2025-04-19T20:11:00Z,"Barbara Lee claims victory in Oakland mayor's race after Loren Taylor concedes Former Rep. Barbara Lee represented Oakland in Congress from 1998 until stepping down in January. The longtime progressive former Congresswoman Barbara Lee announced her victory Saturday in the special election to decide the next Oakland mayor after challenger Loren Taylor conceded. 
Taylor on S… [+2731 chars]",barbara lee claims victory oakland mayors race loren taylor concedes former rep barbara lee represented oakland congress stepping january longtime progressive former congresswoman barbara lee announced victory saturday special election decide next oakland mayor challenger loren taylor conceded taylor s… chars,https://www.cbsnews.com/sanfrancisco/news/oakland-mayoral-candidate-loren-taylor-congratulates-barbara-lee-after-election-update/,oakland,
BBC News,2025-04-19T20:10:51Z,"Two charged after body of missing woman found A man and a woman have been charged after the discovery of Paria Veisi's body in Cardiff. Detectives have found the body of a missing 37-year-old woman after a murder investigation was launched.
Paria Veisi, from Cathays, in Cardiff, was last seen at 15:00 BST on 12 April when she left h… [+1112 chars]",two charged body missing woman found man woman charged discovery paria veisis body cardiff detectives found body missing yearold woman murder investigation launched paria veisi cathays cardiff last seen bst april left h… chars,https://www.bbc.com/news/articles/crkx7x8xxm6o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,,murder
PezCycling News,2025-04-19T20:00:25Z,"Barry Hoban RIP Britain's Barry Hoban passed away on Saturday the 19th of April 2025. Our late Ed Hood spoke to Barry about his teammate Raymond Poulidor on his passing. Here is that interview in remembrance of Barry, one of Britain's best pro riders. RIP. Britain’s Barry Hoban passed away on Saturday the 19th of April 2025. Our late Ed Hood spoke to Barry about his teammate Raymond Poulidor on his passing. Here is that interview in remembrance of Barr… [+8064 chars]",barry hoban rip britains barry hoban passed away saturday th april late ed hood spoke barry teammate raymond poulidor passing interview remembrance barry one britains best pro riders rip britain’s barry hoban passed away saturday th april late ed hood spoke barry teammate raymond poulidor passing interview remembrance barr… chars,https://pezcyclingnews.com/features/barry-hoban-rest-in-peace/,britain,
pitpass.com,2025-04-19T19:54:00Z,"Saudi Arabian Grand Prix: Qualifying team notes - Pirelli The C3 seems to offer the best performance and, without too much degradation a one-stop strategy is on paper the quickest way, with the order medium-hard being favourite. Max Verstappen is getting a taste for it. Following on from Japan, the four-time world champion snatched pole away from what looked like being another dominant qualifying performance from McLaren in … [+3390 chars]",saudi arabian grand prix qualifying team notes pirelli c seems offer best performance without much degradation onestop strategy paper quickest way order mediumhard favourite max verstappen getting taste following japan fourtime world champion snatched pole away looked like another dominant qualifying performance mclaren … chars,https://www.pitpass.com/79977/Saudi-Arabian-Grand-Prix-Qualifying-team-notes-Pirelli,japan,
Breitbart News,2025-04-19T19:53:41Z,"Alleged Tren de Aragua Gang Member Breaks Down Like a Big Baby After Arrest The party is over for alleged Venezuelan Tren de Aragua gang members, dubbed the “Scotch Bandits,” nabbed in Florida for a string of retail crimes – an arrest that caused one member to sob like a child. Polk County Sheriff
The post Alleged Tren de Aragua Gang… The party is over for alleged Venezuelan Tren de Aragua gang members, dubbed the Scotch Bandits, nabbed in Florida for a string of retail crimes an arrest that caused one member to sob like a child.… [+2546 chars]",alleged tren de aragua gang member breaks like big baby arrest party alleged venezuelan tren de aragua gang members dubbed “scotch bandits” nabbed florida string retail crimes – arrest caused one member sob like child polk county sheriff post alleged tren de aragua gang… party alleged venezuelan tren de aragua gang members dubbed scotch bandits nabbed florida string retail crimes arrest caused one member sob like child … chars,https://www.breitbart.com/crime/2025/04/19/29837173gang-member-breaks-down-like-a-big-baby/,florida,
BBC News,2025-04-19T19:30:17Z,"Two charged after body of missing woman found A man and a woman have been charged after the body of Paria Veisi was found on Saturday. Detectives have found the body of a missing 37-year-old woman after a murder investigation was launched. 
Paria Veisi, from Cathays, in Cardiff, was last seen at 15:00 BST on 12 April when she left … [+1162 chars]",two charged body missing woman found man woman charged body paria veisi found saturday detectives found body missing yearold woman murder investigation launched paria veisi cathays cardiff last seen bst april left … chars,https://www.bbc.com/news/articles/crkx7x8xxm6o,,murder
MSNBC,2025-04-19T19:25:34Z,"Comer rejects Democrats’ request for delegation to El Salvador’s notorious prison House Oversight Committee Chair James Comer rejected a request from Democrats to visit El Salvador's notorious maximum security prison, CECOT, where hundreds deported from the U.S. without due process by the Trump administration are being held. House Oversight Committee Chair James Comer rejected a request from Democrats to visit El Salvadors notorious maximum security prison, where hundreds deported from the U.S. by the Trump administratio… [+2804 chars]",comer rejects democrats’ request delegation el salvador’s notorious prison house oversight committee chair james comer rejected request democrats visit el salvadors notorious maximum security prison cecot hundreds deported us without due process trump administration held house oversight committee chair james comer rejected request democrats visit el salvadors notorious maximum security prison hundreds deported us trump administratio… chars,https://www.msnbc.com/top-stories/latest/james-comer-rejects-democrats-delegation-visit-el-salvador-cecot-rcna201979,el salvador’s,
Digital Journal,2025-04-19T19:23:41Z,"Stressed in the USA: Stress levels across each state revealed Vermont ranked least stressed in the U.S., performing best in both work stress and health & safety
The post Stressed in the USA: Stress levels across each state revealed appeared first on Digital Journal. US President Joe Biden gestures as Senator Bernie Sanders, Independent from Vermont, looks on at the White House in April 2024 - Copyright AFP Jim WATSON
With stress levels rising across the U.S., r… [+4424 chars]",stressed usa stress levels across state revealed vermont ranked least stressed us performing best work stress health safety post stressed usa stress levels across state revealed appeared first digital journal us president joe biden gestures senator bernie sanders independent vermont looks white house april copyright afp jim watson stress levels rising across us r… chars,https://www.digitaljournal.com/life/stressed-in-the-usa-stress-levels-across-each-state-revealed/article,"vermont, us",
DW (English),2025-04-19T19:06:00Z,"US deportations to El Salvador test legal limits As court disputes heat up over the Trump administration's deportations of alleged criminal migrants to El Salvador, legal experts explain to DW what's at stake for both detainees and the rule of law. Ever since Donald Trump took office in January, migrants en… Ever since Donald Trump took office in January, migrants entering the United States have increasingly feared the threat of deportation. Now this threat has taken on a new dimension: The possibility o… [+6199 chars]",us deportations el salvador test legal limits court disputes heat trump administrations deportations alleged criminal migrants el salvador legal experts explain dw whats stake detainees rule law ever since donald trump took office january migrants en… ever since donald trump took office january migrants entering united states increasingly feared threat deportation threat taken new dimension possibility o… chars,https://www.dw.com/en/us-deportations-to-el-salvador-test-legal-limits/a-72289913,el salvador,
ABC News (AU),2025-04-19T19:04:56Z,"Cost of living most important issue this election, Vote Compass data shows Vote Compass data shows cost of living is the most important issue for respondents ahead of the federal election. Vote Compass data shows cost of living is the most important issue for voters ahead of the election, with one quarter of respondents saying it is their biggest concern.
The cost of groceries and ren… [+5921 chars]",cost living important issue election vote compass data shows vote compass data shows cost living important issue respondents ahead federal election vote compass data shows cost living important issue voters ahead election one quarter respondents saying biggest concern cost groceries ren… chars,https://www.abc.net.au/news/2025-04-20/federal-election-2025-most-important-issue-vote-compass/105178788,,
Breitbart News,2025-04-19T18:56:08Z,"NBC's 'Law & Order' Portrays Migrants as Innocent, Cops as Rapists and Murderers NBC's Law & Order distorted illegal alien crime in America, portraying illegals as innocent and police as rapists and murderers.
The post NBC’s ‘Law & Order’ Portrays Migrants as Innocent, Cops as Rapists and Murderers appeared first on Breitbart. NBC’s Law &amp; Order flipped the script this week in an effort to distort illegal alien crime in America, portraying illegals as innocent and police as rapists and murderers.
Law &amp; Order often … [+2628 chars]",nbcs law order portrays migrants innocent cops rapists murderers nbcs law order distorted illegal alien crime america portraying illegals innocent police rapists murderers post nbc’s ‘law order’ portrays migrants innocent cops rapists murderers appeared first breitbart nbc’s law amp order flipped script week effort distort illegal alien crime america portraying illegals innocent police rapists murderers law amp order often … chars,https://www.breitbart.com/entertainment/2025/04/19/nbcs-law-order-portrays-migrants-as-innocent-cops-as-rapists-and-murderers/,america,
New York Post,2025-04-19T18:51:21Z,"Dangerous jetty caused surfer’s tragic death at federal park in Queens: residents An award-winning 35-year-old filmmaker drowned surfing after his board apparently got tangled in wooden jetties along notoriously treacherous waters at Jacob Riis Park in Queens, according to police sources and residents. An award-winning filmmaker drowned at Jacob Riis Park in Queens last week after his surfboard apparently got tangled in a decrepit wooden jetty, a deadly obstruction residents have begged the federal… [+4457 chars]",dangerous jetty caused surfer’s tragic death federal park queens residents awardwinning yearold filmmaker drowned surfing board apparently got tangled wooden jetties along notoriously treacherous waters jacob riis park queens according police sources residents awardwinning filmmaker drowned jacob riis park queens last week surfboard apparently got tangled decrepit wooden jetty deadly obstruction residents begged federal… chars,https://nypost.com/2025/04/19/us-news/feds-failure-to-fix-rockaway-beach-safety-issues-blamed-for-surfing-death-of-filmmaker/,,
Wnd.com,2025-04-19T18:43:56Z,"Dems failed in 2024 because leaders were ‘lying about Biden’s mental acuity’ Analysis: Fibbing reinforced voters' suspicions the party won't admit uncomfortable truths on crime, immigration, inflation Donald Trumps victory in the 2024 president election outraged Democrats and delighted Republicans. Progressives have been tempted to console themselves with congenial fantasies or to sink into despai… [+9992 chars]",dems failed leaders ‘lying biden’s mental acuity’ analysis fibbing reinforced voters suspicions party wont admit uncomfortable truths crime immigration inflation donald trumps victory president election outraged democrats delighted republicans progressives tempted console congenial fantasies sink despai… chars,https://www.wnd.com/2025/04/dems-failed-in-2024-because-leaders-were-lying-about-bidens-mental-acuity/,,
Breitbart News,2025-04-19T18:43:46Z,"Brooklyn Tesla Vandalism Suspect Is a Licensed Mental Health Therapist As a licensed counselor and therapist helping to keep criminal offenders out of prison, a Brooklyn woman accused of trashing a parked Tesla may need some of her own professional expertise. According to the New York Post, 46-year old Natasha
The post Brooklyn … As a licensed counselor and therapist helping to keep criminal offenders out of prison, a Brooklyn woman accused of trashing a parked Tesla may need some of her own professional expertise.
According… [+2998 chars]",brooklyn tesla vandalism suspect licensed mental health therapist licensed counselor therapist helping keep criminal offenders prison brooklyn woman accused trashing parked tesla may need professional expertise according new york post year old natasha post brooklyn … licensed counselor therapist helping keep criminal offenders prison brooklyn woman accused trashing parked tesla may need professional expertise according… chars,https://www.breitbart.com/crime/2025/04/19/brooklyn-tesla-vandal-is-a-licensed-mental-health-therapist/,"brooklyn, new york",
New York Post,2025-04-19T18:39:30Z,"Miracle at the mall: boy viciously thrown off balcony by deranged stranger now thriving Landen Hoffmann, 5, broke his skull, facial bones, both arms and a leg when he a deranged stranger randomly picked him up at the mall and tossed him over the side of the third-floor balcony. The Minnesota boy who was thrown from a Mall of America balcony six years ago and had to undergo emergency surgery and years of rehabilitation is now thriving, his mother said.
Landen Hoffmann was j… [+1907 chars]",miracle mall boy viciously thrown balcony deranged stranger thriving landen hoffmann broke skull facial bones arms leg deranged stranger randomly picked mall tossed side thirdfloor balcony minnesota boy thrown mall america balcony six years ago undergo emergency surgery years rehabilitation thriving mother said landen hoffmann j… chars,https://nypost.com/2025/04/19/us-news/landen-hoffmann-thriving-six-years-after-attack-says-mother-kari/,"america, minnesota",
PBS,2025-04-19T18:35:48Z,A U.S. citizen was held for pickup by ICE despite proof he was born in the country Juan Carlos Lopez Gomez was arrested in Florida for allegedly being in the country illegally and held for pickup by immigration authorities even after his mother showed a judge her son’s birth certificate and the judge dismissed charges. MIAMI (AP) A U.S. citizen was arrested in Florida for allegedly being in the country illegally and held for pickup by immigration authorities even after his mother showed a judge her sons birth certi… [+2261 chars],us citizen held pickup ice despite proof born country juan carlos lopez gomez arrested florida allegedly country illegally held pickup immigration authorities even mother showed judge son’s birth certificate judge dismissed charges miami ap us citizen arrested florida allegedly country illegally held pickup immigration authorities even mother showed judge sons birth certi… chars,https://www.pbs.org/newshour/politics/a-u-s-citizen-was-held-for-pickup-by-ice-despite-proof-he-was-born-in-the-country,"miami, florida",
The Times of India,2025-04-19T18:34:24Z,"A Good Girl's Guide to Murder Season 2 begins filming: When will new episodes release? Season 1 of A Good Girl’s Guide to Murder, which debuted last year on BBC iPlayer, followed Pip as she launched a gripping investigation into the long-unsolved murder of a local schoolgirl. Filming has officially commenced for A Good Girls Guide to Murder Season 2, with the BBC confirming the return of its much-celebrated teen crime drama. The announcement was made via an engaging behin… [+3236 chars]",good girls guide murder season begins filming new episodes release season good girl’s guide murder debuted last year bbc iplayer followed pip launched gripping investigation longunsolved murder local schoolgirl filming officially commenced good girls guide murder season bbc confirming return muchcelebrated teen crime drama announcement made via engaging behin… chars,https://economictimes.indiatimes.com/news/international/us/a-good-girls-guide-to-murder-season-2-begins-filming-when-will-new-episodes-release/articleshow/120439854.cms,,murder
ComicBook.com,2025-04-19T18:30:00Z,"7 Best Sci-fi Shows With Only One Season (And Where to Watch Them) Image courtesy of Netflix.
There’s a popular saying that quantity doesn’t equal quality, and that’s certainly true when it comes to some of the best sci-fi shows around. While dozens of incredible shows have run for multiple seasons, there are just as many ge… There’s a popular saying that quantity doesn’t equal quality, and that’s certainly true when it comes to some of the best sci-fi shows around. While dozens of incredible shows have run for multiple s… [+8944 chars]",best scifi shows one season watch image courtesy netflix there’s popular saying quantity doesn’t equal quality that’s certainly true comes best scifi shows around dozens incredible shows run multiple seasons many ge… there’s popular saying quantity doesn’t equal quality that’s certainly true comes best scifi shows around dozens incredible shows run multiple s… chars,http://comicbook.com/tv-shows/news/best-sci-fi-shows-only-one-season-where-to-watch-firefly-station-eleven/,netflix,
NPR,2025-04-19T18:24:35Z,"She grew up believing she was a U.S. citizen. Then she applied for a passport Among those fearful of the Trump administration's immigration crackdown are adoptees who grew up thinking they were U.S. citizens — only to find out years later, in adulthood, they're not. For the better part of A's life, she never suspected anything was wrong.
She breezed through getting her driver's license. She applied to college and filed her taxes year after year without any hicc… [+10636 chars]",grew believing us citizen applied passport among fearful trump administrations immigration crackdown adoptees grew thinking us citizens — find years later adulthood theyre better part life never suspected anything wrong breezed getting drivers license applied college filed taxes year year without hicc… chars,https://www.npr.org/2025/04/19/g-s1-60166/trump-immigration-citizenship-deportation-adoptee-south-korea,,
Thegatewaypundit.com,2025-04-19T18:20:50Z,"Woke Brooklyn Therapist Accused of Leaving Brick Scrawled with ‘Nazi’ on Tesla in Jewish Neighborhood Facing Hate-Crime Charges A Brooklyn therapist faces hate-crime charges after allegedly vandalizing a Tesla with a swastika, citing deep-seated fears about the political climate. This incident raises critical questions about ideology and accountability.
The post Woke Brooklyn Therapis… Surveillance footage courtesy of DCPI
A Brooklyn woman, Natasha Cohen, has been accused of leaving a brick scrawled with a swastika and the word Nazi on a parked Tesla in a largely Jewish neighborho… [+1649 chars]",woke brooklyn therapist accused leaving brick scrawled ‘nazi’ tesla jewish neighborhood facing hatecrime charges brooklyn therapist faces hatecrime charges allegedly vandalizing tesla swastika citing deepseated fears political climate incident raises critical questions ideology accountability post woke brooklyn therapis… surveillance footage courtesy dcpi brooklyn woman natasha cohen accused leaving brick scrawled swastika word nazi parked tesla largely jewish neighborho… chars,https://www.thegatewaypundit.com/2025/04/woke-brooklyn-therapist-accused-leaving-brick-scrawled-nazi/,"brooklyn, dcpi",
Economictimes.com,2025-04-19T18:02:32Z,"Have you had your TV drama trauma fix? The author questions the current obsession with dark and disturbing content in television and film, particularly psychological crime dramas like 'Adolescence.' They ponder why audiences actively seek out narratives filled with gore, misery, and trauma, sugges… Everyone and their aunt are watching the psychological crime drama series Adolescence - and insisting that I must. The last time this happened, it was Game of Thrones. And we all know how that ended:… [+3809 chars]",tv drama trauma fix author questions current obsession dark disturbing content television film particularly psychological crime dramas like adolescence ponder audiences actively seek narratives filled gore misery trauma sugges… everyone aunt watching psychological crime drama series adolescence insisting must last time happened game thrones know ended… chars,https://m.economictimes.com/opinion/et-commentary/have-you-had-your-tv-drama-trauma-fix/articleshow/120439309.cms,,
Screen Rant,2025-04-19T18:00:23Z,"Tilda Swinton's 15 Best Movies, Ranked Tilda Swinton is known for chameleonic roles and immense talent, her best movies ranging from quiet independent films to huge blockbuster franchises. Tilda Swinton's movies prove that she is an actress whose versatility has no limits. Known for completely immersing herself in every role, Swinton has shown exceptional range in independent films, bi… [+16668 chars]",tilda swintons best movies ranked tilda swinton known chameleonic roles immense talent best movies ranging quiet independent films huge blockbuster franchises tilda swintons movies prove actress whose versatility limits known completely immersing every role swinton shown exceptional range independent films bi… chars,https://screenrant.com/tilda-swinton-movies-ranked/,,
DW (English),2025-04-19T17:53:00Z,"How Russia recruits soldiers in occupied Ukrainian territories Forcibly conscripting soldiers to fight for an occupying power is a war crime. DW spoke to human rights activists and Ukrainians about how residents are still being pressured into military service by their invaders. This spring marks the highest rate of milit… This spring marks the highest rate of military conscription that Russia has seen in 14 years. In late March, Russian President Vladimir Putin issued a decree ordering 160,000 men between the ages of … [+6677 chars]",russia recruits soldiers occupied ukrainian territories forcibly conscripting soldiers fight occupying power war crime dw spoke human rights activists ukrainians residents still pressured military service invaders spring marks highest rate milit… spring marks highest rate military conscription russia seen years late march russian president vladimir putin issued decree ordering men ages … chars,https://www.dw.com/en/how-russia-recruits-soldiers-in-occupied-ukrainian-territories/a-72289013,russia,
DW (English),2025-04-19T17:53:00Z,"How Russia recruits troops in occupied Ukrainian territories Forcibly conscripting soldiers to fight for an occupying power is a war crime. DW spoke with human rights activists and Ukrainians about how residents are being pressured into military service by their invaders. This spring marks the highest rate of military conscription that Russia has seen in 14 years. In late March, Russian President Vladimir Putin issued a decree ordering 160,000 men aged 18 to 30 to be … [+6668 chars]",russia recruits troops occupied ukrainian territories forcibly conscripting soldiers fight occupying power war crime dw spoke human rights activists ukrainians residents pressured military service invaders spring marks highest rate military conscription russia seen years late march russian president vladimir putin issued decree ordering men aged … chars,https://www.dw.com/en/how-russia-recruits-troops-in-occupied-ukrainian-territories/a-72289013,russia,
DW (English),2025-04-19T17:53:00Z,"How Russia recruits troops in occupied Ukrainian territories Forcibly conscripting soldiers to fight for an occupying power is a war crime. DW spoke with human rights activists and Ukrainians about how residents are being pressured into military service by their invaders. This spring marks the highest rate of military … This spring marks the highest rate of military conscription that Russia has seen in 14 years. In late March, Russian President Vladimir Putin issued a decree ordering 160,000 men aged 18 to 30 to be … [+6668 chars]",russia recruits troops occupied ukrainian territories forcibly conscripting soldiers fight occupying power war crime dw spoke human rights activists ukrainians residents pressured military service invaders spring marks highest rate military … spring marks highest rate military conscription russia seen years late march russian president vladimir putin issued decree ordering men aged … chars,https://www.dw.com/en/how-russia-recruits-troops-in-occupied-ukrainian-territories/a-72289013,russia,
Freerepublic.com,2025-04-19T17:45:13Z,"Gen Z leading political shift toward Republicans: Poll More Gen Z voters are shifting Republican, challenging past trends Gen Z was key in re-electing President Donald Trump JD Vance leads GOP among young voters; Kamala Harris tops Dems A growing political divide is emerging among Americans under 30, as more youn… Skip to comments.
Gen Z leading political shift toward Republicans: PollThe Hill ^
 | 4/18/25
 | Taylor Delandro 
Posted on 04/19/2025 10:45:13 AM PDT by CFW
More Gen Z voters are shifting Repub… [+5015 chars]",gen z leading political shift toward republicans poll gen z voters shifting republican challenging past trends gen z key reelecting president donald trump jd vance leads gop among young voters kamala harris tops dems growing political divide emerging among americans youn… skip comments gen z leading political shift toward republicans pollthe hill taylor delandro posted pdt cfw gen z voters shifting repub… chars,https://freerepublic.com/focus/f-news/4312011/posts,,
Reason,2025-04-19T17:41:19Z,"Not Guilty but Punished Anyway Sentencing defendants based on acquitted conduct violates basic notions of justice. When Willonte Yates, Malik Perry, Dayonta McClinton, and three other young men arrived at a CVS on College Avenue in Indianapolis on a Tuesday night in October 2015, they were there to rob the pharma… [+19925 chars]",guilty punished anyway sentencing defendants based acquitted conduct violates basic notions justice willonte yates malik perry dayonta mcclinton three young men arrived cvs college avenue indianapolis tuesday night october rob pharma… chars,https://reason.com/2025/04/19/not-guilty-but-punished-anyway/,,
Securityaffairs.com,2025-04-19T17:37:08Z,"Attackers exploited SonicWall SMA appliances since January 2025 Threat actors are actively exploiting a remote code execution flaw in SonicWall Secure Mobile Access (SMA) appliances since January 2025. Arctic Wolf researchers warn that threat actors actively exploit a vulnerability, tracked as CVE-2021-20035 (CVSS score o… Attackers exploited SonicWall SMA appliances since January 2025
 | ASUS routers with AiCloud vulnerable to auth bypass exploit
 | U.S. CISA adds Apple products and Microsoft Windows NTLM flaws to i… [+156889 chars]",attackers exploited sonicwall sma appliances since january threat actors actively exploiting remote code execution flaw sonicwall secure mobile access sma appliances since january arctic wolf researchers warn threat actors actively exploit vulnerability tracked cve cvss score o… attackers exploited sonicwall sma appliances since january asus routers aicloud vulnerable auth bypass exploit us cisa adds apple products microsoft windows ntlm flaws i… chars,https://securityaffairs.com/176706/security/attackers-exploited-sonicwall-sma-appliances-since-january-2025.html,us,
Bleeding Cool News,2025-04-19T17:37:07Z,"Doctor Who: Our Deep Dive Into The Disney Era-Defining S02E02 ""Lux"" Let's dive into the second episode of Doctor Who, ""Lux"". This is going to be all spoilers with the assumption that you've watched the episode. This is the craziest and most fun episode of the series' Disney era and arguably the best. Russell T. Davies is swin… Posted in: BBC, Doctor Who, TV | Tagged: doctor who
Here's our deep dive into the Disney+/BBC Era-defining Doctor Who S02E02: ""Lux,"" with all the crazy meta themes that fold in on themselves.
Let's… [+10363 chars]",doctor deep dive disney eradefining se lux lets dive second episode doctor lux going spoilers assumption youve watched episode craziest fun episode series disney era arguably best russell davies swin… posted bbc doctor tv tagged doctor heres deep dive disneybbc eradefining doctor se lux crazy meta themes fold lets… chars,https://bleedingcool.com/tv/doctor-who-our-deep-dive-into-the-disney-era-defining-s02e02-lux/,,
